distance	patristic
537.9579503	0.397049168
537.9579503	0.397765096
537.9579503	0.397069097
537.9579503	0.397064162
537.9579503	0.396363175
537.9579503	0.397054808
537.9579503	0.385199562
537.9579503	0.384324135
537.9579503	0.387156843
537.9579503	0.386453975
537.9579503	0.387149679
537.9579503	0.380113652
537.9579503	0.387442776
0	0.000708875
0	0.002821496
0	0.002833189
0	0.002833189
1380.727695	0.347371857
1380.727695	0.346681479
1380.727695	0.346681479
1192.267446	0.349114412
1002.314935	0.364574386
1002.314935	0.368533933
1002.314935	0.369229959
1002.314935	0.376677059
1002.314935	0.381969967
1002.314935	0.375810735
1002.314935	0.388204678
1002.314935	0.377248104
1002.314935	0.377248104
5352.043038	0.400748432
1380.727695	0.393173729
1002.314935	0.403071623
1002.314935	0.403071623
1002.314935	0.403059973
1002.314935	0.40236918
1192.267446	0.408766989
1002.314935	0.405218059
1192.267446	0.41701859
536.0646018	0.412472578
1380.727695	0.402369849
1380.727695	0.403065681
536.0646018	0.401677048
1192.267446	0.404501012
1192.267446	0.408733916
1192.267446	0.405911706
1192.267446	0.408027652
1192.267446	0.41097234
1192.267446	0.407319122
1002.314935	0.40875149
1192.267446	0.406617126
1192.267446	0.408747097
1192.267446	0.408026068
1192.267446	0.410227339
0	0.414616438
0	0.415312568
737.6658892	0.418859419
1192.267446	0.418851617
1192.267446	0.419547234
1192.267446	0.408776541
0	0.414580773
737.6658892	0.409474045
737.6658892	0.402388471
824.9480257	0.402407595
824.9480257	0.402407595
1380.727695	0.394558356
1380.727695	0.400272633
1002.314935	0.393155247
1002.314935	0.399578986
1462.702006	0.395302824
1002.314935	0.396499305
1380.727695	0.411614096
1002.314935	0.403583145
5352.043038	0.395300091
5352.043038	0.393902754
1380.727695	0.399956615
5352.043038	0.412568406
5352.043038	0.413316849
5352.043038	0.412620515
1002.314935	0.385288388
1002.314935	0.385293297
1002.314935	0.38459782
1002.314935	0.383889203
1002.314935	0.400117244
536.0646018	0.409479875
1380.727695	0.41005939
1380.727695	0.407847552
1002.314935	0.40570042
1002.314935	0.406400837
1002.314935	0.407096384
1380.727695	0.407087695
1002.314935	0.411359455
1380.727695	0.407788933
1380.727695	0.408500889
1002.314935	0.391670552
1002.314935	0.390278525
1002.314935	0.390973417
1002.314935	0.375918907
1002.314935	0.386757991
1380.727695	0.392193176
1002.314935	0.389407218
1002.314935	0.384980078
1002.314935	0.395826083
1002.314935	0.395134781
1002.314935	0.395134781
1002.314935	0.395088259
1002.314935	0.395321161
1380.727695	0.400952576
1380.727695	0.400259428
1380.727695	0.400956251
1380.727695	0.399526329
1002.314935	0.40242452
1462.702006	0.400372302
1462.702006	0.401851725
1462.702006	0.403251636
1380.727695	0.407816118
1002.314935	0.40278327
1002.314935	0.40278327
1380.727695	0.401031422
1380.727695	0.400344701
1380.727695	0.400344701
1380.727695	0.400344701
1380.727695	0.400344701
1380.727695	0.401730723
1380.727695	0.400332962
1192.267446	0.41721379
5352.043038	0.408528838
5352.043038	0.408812047
5352.043038	0.409509676
5352.043038	0.407404259
1192.267446	0.413219293
536.0646018	0.411675181
1192.267446	0.412371101
1192.267446	0.413793328
737.6658892	0.413084368
737.6658892	0.428177018
1192.267446	0.410252245
536.0646018	0.41175354
1380.727695	0.404509849
1002.314935	0.408248042
1002.314935	0.407556488
1002.314935	0.407556488
1002.314935	0.410369578
1002.314935	0.408963687
1380.727695	0.408962526
1380.727695	0.390681437
1380.727695	0.390681437
1380.727695	0.388506602
1380.727695	0.390638279
1380.727695	0.389946515
1380.727695	0.389951491
1380.727695	0.389951491
1380.727695	0.391337533
1192.267446	0.39598327
1192.267446	0.394994432
1192.267446	0.396399761
1192.267446	0.397833756
1192.267446	0.397833756
1192.267446	0.397828781
1002.314935	0.39207223
1182.644297	0.393511688
1380.727695	0.390643139
1380.727695	0.392052237
1002.314935	0.395859101
1002.314935	0.395859101
1002.314935	0.395854126
737.6658892	0.398601341
737.6658892	0.397926551
1002.314935	0.403684295
536.0646018	0.395628114
737.6658892	0.394898085
737.6658892	0.394886468
1192.267446	0.39347453
1192.267446	0.394993536
1192.267446	0.395602895
1192.267446	0.394186666
1192.267446	0.394186666
1192.267446	0.39348837
1192.267446	0.394894337
1192.267446	0.394190027
694.8519137	0.39417645
1002.314935	0.390736551
1002.314935	0.390049634
1002.314935	0.390049634
1002.314935	0.390044658
1002.314935	0.388649944
1002.314935	0.384407744
1002.314935	0.383711159
1002.314935	0.384451106
1002.314935	0.385723045
1002.314935	0.383585333
1002.314935	0.382176435
1002.314935	0.382176457
1002.314935	0.389350805
1002.314935	0.38500674
1002.314935	0.396749606
1002.314935	0.383586617
1002.314935	0.385722586
1002.314935	0.384295033
1002.314935	0.384295033
1002.314935	0.400417135
1002.314935	0.387118902
1002.314935	0.387118902
1002.314935	0.384992481
1002.314935	0.389280283
1002.314935	0.407394388
1380.727695	0.410244237
1002.314935	0.408804728
1002.314935	0.408105048
1380.727695	0.409514215
1002.314935	0.409515964
1002.314935	0.40812991
1002.314935	0.40812991
1002.314935	0.408124935
1002.314935	0.40811996
1002.314935	0.387124119
1380.727695	0.404652691
1380.727695	0.404652691
1002.314935	0.400144141
1002.314935	0.399435192
1192.267446	0.410770451
1002.314935	0.4102159
1002.314935	0.4102159
737.6658892	0.421414364
536.0646018	0.417928966
1002.314935	0.412597813
1002.314935	0.412597813
1192.267446	0.412598111
1380.727695	0.414614234
1380.727695	0.411798288
1380.727695	0.411096998
1380.727695	0.413206529
1380.727695	0.412514827
1380.727695	0.413216434
1380.727695	0.413216434
1192.267446	0.422627901
737.6658892	0.421923614
737.6658892	0.424060745
0	0.421232585
0	0.424846169
694.8519137	0.421230644
694.8519137	0.420538901
1192.267446	0.424080379
737.6658892	0.423363493
737.6658892	0.423408887
1192.267446	0.426939095
737.6658892	0.424848243
536.0646018	0.421240269
737.6658892	0.424847204
0	0.422683379
1380.727695	0.411010585
1380.727695	0.41171955
1380.727695	0.410324135
1380.727695	0.410324135
1380.727695	0.412467617
1380.727695	0.408935247
737.6658892	0.411106037
737.6658892	0.411111012
737.6658892	0.411111012
737.6658892	0.412567481
737.6658892	0.417637988
0	0.420989977
0	0.419812096
1192.267446	0.419879515
536.0646018	0.418245954
0	0.418245954
0	0.425524614
0	0.423150118
737.6658892	0.426006017
0	0.428618979
1192.267446	0.427716814
0	0.426995722
0	0.427697165
737.6658892	0.420980736
824.9480257	0.422423163
1192.267446	0.42241252
737.6658892	0.418878014
737.6658892	0.411782755
737.6658892	0.410381484
536.0646018	0.406742963
1192.267446	0.407461245
1380.727695	0.41110166
1380.727695	0.410404961
1002.314935	0.400974939
1002.314935	0.398875551
1002.314935	0.398875551
1002.314935	0.398870576
1380.727695	0.418871869
1002.314935	0.405646713
694.8519137	0.426890669
737.6658892	0.426162786
737.6658892	0.426162786
1192.267446	0.427520766
1192.267446	0.427518026
1192.267446	0.426826882
1192.267446	0.426826882
1002.314935	0.426115757
1192.267446	0.42964355
1192.267446	0.430357016
1192.267446	0.428921695
737.6658892	0.428943235
0	0.424898705
1380.727695	0.422373532
1380.727695	0.42167847
5352.043038	0.401973515
5352.043038	0.401295258
5352.043038	0.401294869
1192.267446	0.423673293
737.6658892	0.422961039
1002.314935	0.417510367
1462.702006	0.423419653
1462.702006	0.422723751
1002.314935	0.404305167
1002.314935	0.413416493
1380.727695	0.412622729
1002.314935	0.419037487
1002.314935	0.417287342
1002.314935	0.417287342
1380.727695	0.409749964
1002.314935	0.411051938
1002.314935	0.410356194
1192.267446	0.426248293
1192.267446	0.419849411
824.9480257	0.423789354
824.9480257	0.423789354
824.9480257	0.423789354
824.9480257	0.423789354
5352.043038	0.402692487
5352.043038	0.403497285
5352.043038	0.404192496
1002.314935	0.40351471
1002.314935	0.410942739
1380.727695	0.418423908
1380.727695	0.418423908
1380.727695	0.422488562
1380.727695	0.422488562
1002.314935	0.416490885
1380.727695	0.402179938
1002.314935	0.403086523
1002.314935	0.400981055
1002.314935	0.376995308
1002.314935	0.38433027
1002.314935	0.38433027
1002.314935	0.398562164
1002.314935	0.39735782
1002.314935	0.395940366
1002.314935	0.395940366
1002.314935	0.398605753
1002.314935	0.390716661
1002.314935	0.390740973
1002.314935	0.390080183
1002.314935	0.399510276
1002.314935	0.394421185
1002.314935	0.387242308
1002.314935	0.392236335
1002.314935	0.391045258
1002.314935	0.389639283
1002.314935	0.389639283
1002.314935	0.391048267
1002.314935	0.391756527
1002.314935	0.387807923
1002.314935	0.390689786
1002.314935	0.391405715
1002.314935	0.390709715
1002.314935	0.39070478
1002.314935	0.390003793
1002.314935	0.390695426
1002.314935	0.37884018
1002.314935	0.377964753
1002.314935	0.380797462
1002.314935	0.380094593
1002.314935	0.380790297
1002.314935	0.373754271
1002.314935	0.381083395
0	0.002122572
0	0.002134264
0	0.002134264
1380.727695	0.346672932
1380.727695	0.345982554
1380.727695	0.345982554
1192.267446	0.348415487
1002.314935	0.363875461
1002.314935	0.367835008
1002.314935	0.368531034
1002.314935	0.375978134
1002.314935	0.381271043
1002.314935	0.375111811
1002.314935	0.387505753
1002.314935	0.376549179
1002.314935	0.376549179
5352.043038	0.400049508
1380.727695	0.392474804
1002.314935	0.402372698
1002.314935	0.402372698
1002.314935	0.402361048
1002.314935	0.401670255
1192.267446	0.408068064
1002.314935	0.404519134
1192.267446	0.416319666
536.0646018	0.411773653
1380.727695	0.401670925
1380.727695	0.402366757
536.0646018	0.400978123
1192.267446	0.403802087
1192.267446	0.408034991
1192.267446	0.405212781
1192.267446	0.407328728
1192.267446	0.410273415
1192.267446	0.406620198
1002.314935	0.408052566
1192.267446	0.405918202
1192.267446	0.408048172
1192.267446	0.407327144
1192.267446	0.409528415
0	0.413917513
0	0.414613644
737.6658892	0.418160494
1192.267446	0.418152693
1192.267446	0.41884831
1192.267446	0.408077617
0	0.413881849
737.6658892	0.40877512
737.6658892	0.401689546
824.9480257	0.40170867
824.9480257	0.40170867
1380.727695	0.393859431
1380.727695	0.399573708
1002.314935	0.392456322
1002.314935	0.398880062
1462.702006	0.3946039
1002.314935	0.395800381
1380.727695	0.410915171
1002.314935	0.40288422
5352.043038	0.394601167
5352.043038	0.393203829
1380.727695	0.39925769
5352.043038	0.411869482
5352.043038	0.412617924
5352.043038	0.411921591
1002.314935	0.384589463
1002.314935	0.384594372
1002.314935	0.383898895
1002.314935	0.383190279
1002.314935	0.39941832
536.0646018	0.40878095
1380.727695	0.409360465
1380.727695	0.407148627
1002.314935	0.405001496
1002.314935	0.405701913
1002.314935	0.406397459
1380.727695	0.406388771
1002.314935	0.41066053
1380.727695	0.407090008
1380.727695	0.407801964
1002.314935	0.390971627
1002.314935	0.389579601
1002.314935	0.390274492
1002.314935	0.375219982
1002.314935	0.386059066
1380.727695	0.391494251
1002.314935	0.388708293
1002.314935	0.384281154
1002.314935	0.395127158
1002.314935	0.394435857
1002.314935	0.394435857
1002.314935	0.394389335
1002.314935	0.394622237
1380.727695	0.400253652
1380.727695	0.399560503
1380.727695	0.400257326
1380.727695	0.398827405
1002.314935	0.401725596
1462.702006	0.399673378
1462.702006	0.4011528
1462.702006	0.402552711
1380.727695	0.407117194
1002.314935	0.402084345
